GUID,Welt (codiert),Welt (uncodiert),Europa Smaragd,Europa (codiert),Europa (uncodiert),Schweiz (codiert),Schweiz (uncodiert),Schweiz Kriterien,Bemerkungen
0013F161-CF94-4FC7-819B-374D3374DD85,,,,,,EN,stark gefährdet,A2b; B1ab(iv)+2ab(iv),
0074DE2A-CB56-42D4-B71A-B590440BD417,,,,,,LC,nicht gefährdet,,
00A700B9-4108-424E-B94E-1CC9ECAB7944,,,,E,endangered,CR,vom Aussterben bedroht,B1ab(iv)+2ab(iv),
00D526FD-823E-465A-9F56-0C22E4DD8170,,,,,,NE,nicht evaluiert,,
00E5CD70-2B25-4C7B-BDF8-E80D525C8D29,,,,R,rare,VU,verletzlich,D2,nur aus dem Tessin bekannt
00EA627E-AC6F-48F0-B894-476FF4AEACAA,,,,R,rare,EN,stark gefährdet,D2,"einziger Fund 1984, Upgrading vorgenommen"
010022F5-106A-47CB-88CE-648F99DBD574,,,,,,LC,nicht gefährdet,,
019E0885-D38B-449E-AE40-9B492CF261FB,,,,V,vulnerable,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
01AA93C0-EB44-40DF-9ADB-EE99C4A14ADE,,,,,,VU,verletzlich,D2,
01D92C76-CCFA-4C6C-969D-F36E8EED9563,,,,,,NT,potentiell gefährdet,D2,
01E873CD-D508-47C4-BC45-A15B0D81537B,,,,,,LC,nicht gefährdet,,
01F54485-29FA-4F1B-9395-0E96B8165551,,,,,,NT,potentiell gefährdet,A2b,abhängig vom Schutz der Trockenstandorte
01F6FE7F-3F84-402E-AD95-D74C2A1776B8,,,,,,LC,nicht gefährdet,,
0275011F-2852-40F8-B950-09BCC502AA01,,,,R,rare,CR,vom Aussterben bedroht,B2ab(iv),abhängig vom Schutz der Trockenwiesen
030F2823-B480-472F-95C5-71A4A29608C4,,,,,,VU,verletzlich,A2b; D2,
031E1427-FD23-4573-B5C5-4EDCD50C1AFF,,,,,,VU,verletzlich,D2,
0359CEF4-5F8F-4971-BCCB-F661BB9C608F,,,,R,rare,CR,vom Aussterben bedroht,"A2b;B2ab(ii,iv)",
039E6067-09B8-4CB1-AE88-8EE1177C17DB,,,,,,LC,nicht gefährdet,,
03AE462D-0C88-4C06-906D-3CEBDB71C842,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
03B142A6-F17A-4A51-8A0B-DAF71DB5E48F,,,,,,VU,verletzlich,D2,
03E503B7-FFBC-4FD5-80A7-8D1DC14C7907,,,,,,VU,verletzlich,D2,
044FA358-1FF8-44ED-8F39-A6698D16EEC6,,,,,,LC,nicht gefährdet,,im Mittelland gefährdet
046C52DD-387D-4480-BA25-726D1BCCC924,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
0477EF69-E2A5-4596-A101-53A470F80CE0,,,,,,VU,verletzlich,D2,
047BAC6E-ED3F-4CC8-8407-40F5AC8CA71B,,,,,,NE,nicht evaluiert,,
049311ED-0EF9-4233-BEBD-BBD40C4D92E1,,,,,,NE,nicht evaluiert,,
049632D3-0982-4DE6-80FA-CC4E7EA03ED1,,,,,,LC,nicht gefährdet,,
04F06342-0B01-4E76-9D84-395AAF931D4A,,,,,,LC,nicht gefährdet,,
05B5FA73-06B2-45FA-90FE-961A73694B5D,,,,,,NT,potentiell gefährdet,D2,
06160B56-4B20-44FF-B41F-4742AF53BDB3,,,,,,NT,potentiell gefährdet,D2,wahrscheinlich häufiger als Funde vermuten lassen
06661861-5922-4B85-AF0F-C8DA32D61D56,,,,,,NE,nicht evaluiert,,
0668545E-9A95-4B27-9E14-163963487792,,,,,,LC,nicht gefährdet,,
06A1338E-F663-49EF-8766-0CB0DAF30AD4,,,,,,NE,nicht evaluiert,,
06C2A4A6-0858-4352-8481-F1E4761E70BB,,,,,,LC,nicht gefährdet,,
06E99DC2-867C-47F1-ACCD-03A024840603,,,,R,rare,LC,nicht gefährdet,,
06EF8FB7-FAB4-4335-B62C-2DB2C618816D,,,,,,NE,nicht evaluiert,,
07560058-4790-4EA2-87F7-E23CF4577BEE,,,,,,LC,nicht gefährdet,,
07750D18-5550-4BAC-BA60-E64084438A1A,,,,,,RE,in der Schweiz ausgestorben,,"letzter Fund 1916, wiederholte Nachsuche erfolglos"
07D4F5A0-F0C7-49BC-89FB-F6A452C1BAE5,,,,,,LC,nicht gefährdet,,
0814B819-C808-44AF-B991-21FC331C6F70,,,,,,VU,verletzlich,D2,
08307FF3-7980-4D17-8EFB-162786816CE9,,,,R,rare,EN,stark gefährdet,B1ab(iv)+2ab(iv),
08440F88-6CAC-47DD-9065-DE34B073EB32,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
08C2B577-C493-4EDA-9EE8-93336029E6A8,,,,,,EN,stark gefährdet,A2b,
08E5AD37-F556-4CD0-8988-37E7DF6AFC67,,,,,,DD,ungenügende Datengrundlage,,"subsp. borealis unterscheidet sich nur im Chromosomensatz, von dieser gibt es keinen sicheren Nachweis"
0903E14A-3D25-4B07-A5AB-88C5F2199712,,,,V,vulnerable,VU,verletzlich,D2,
092634A9-E56E-4B7F-972C-112221A52315,,,,,,LC,nicht gefährdet,,
093AEB04-1673-48CF-98E7-C39048E4FEA7,,,,,,LC,nicht gefährdet,,
09C373F3-6397-4106-AF48-851446E5A3A5,,,,,,LC,nicht gefährdet,,
0A08C1C4-1DC4-4CBF-8DE4-9A95AC404F91,,,,,,LC,nicht gefährdet,,
0A41E745-9D91-453D-8843-759C9E373E71,,,,,,LC,nicht gefährdet,,
0A8222F3-CB5F-4017-8C2B-FA57E58B7CC0,,,,,,LC,nicht gefährdet,,
0A8E42E3-D1F2-45F6-9C62-EEE68B2320B1,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
0AAE4D0E-841A-40A0-8A12-A195696AEBAC,,,,,,LC,nicht gefährdet,,
0AF82312-850D-4514-B98A-D357988D23F3,,,,,,LC,nicht gefährdet,,
0B1A11C2-0A53-40D0-B259-1E598B557923,,,,? V,vulnerable?,VU,verletzlich,D2,
0B48127A-DA61-4BF4-9B6D-02EE916EEAC7,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
0B71401A-C8A0-4032-BD79-5A3AA7301F71,,,,K,insufficiently known,CR,vom Aussterben bedroht,B2ab(iv),
0B74FEAE-3713-4080-9B21-F39C27456E05,,,,,,VU,verletzlich,D2,Rückgang unklar
0BA02E16-A793-44ED-891C-A4BFFD01F0FA,,,,,,VU,verletzlich,D2,"Neufund 2002 (Umgebung von Basel), Upgrading vorgenommen"
0BD9644A-91C4-41DB-9747-57BF50AAE7AD,,,,V,vulnerable,VU,verletzlich,D2,
0C156256-CAC9-4109-B153-311ACF93D36F,,,,R,rare,VU,verletzlich,D2,
0C5097FE-BB24-406C-9F25-3B309309BD77,,,,R,rare,VU,verletzlich,D2,"erst seit 1951 bekannt, beschränktes Verbreitungsgebiet zwischen Obwalden und Linthebene."
0C5D19DE-F88D-426C-B84E-7DACC7FBB724,,,,,,VU,verletzlich,D2,
0C6D02BA-E673-42ED-A1FA-6B88369C6EEE,,,,,,VU,verletzlich,D2,
0C78ADBB-B8AF-4327-A724-CDE5B993C154,,,,,,NE,nicht evaluiert,,
0CC4D597-9AE5-49EB-9E96-88D70C382FD2,,,,R,rare,VU,verletzlich,D2,nur aus dem Tessin bekannt
0CD3A59A-7AD0-474E-8DF6-C1026574A5A4,,,,,,LC,nicht gefährdet,,
0CFD0032-2365-4BE6-B38E-02AA37D130FF,,,,,,LC,nicht gefährdet,,
0D4DCE96-8A09-4B4D-ACDB-064206C7981F,,,,,,NE,nicht evaluiert,,
0D50C6A1-0089-48C7-9DB8-7D6D3998A72F,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
0DA894EA-0FBE-41A7-8B25-3961B8661424,,,,,,NE,nicht evaluiert,,
0DE9E873-7235-4572-9561-4B251003EFC6,,,,,,LC,nicht gefährdet,,
0DF11A79-72E6-4D4F-996E-4A11B077EC9B,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),abhängig vom Moorschutz
0E1F15FA-4062-45FB-A1B4-ED1D0654538E,,,,,,LC,nicht gefährdet,,
0E8E5B68-48C9-4D73-A259-8F7731129AFA,,,,,,NE,nicht evaluiert,,
0EC4C5C5-E771-4910-AAFC-CB7325EB5716,,,,? V,vulnerable?,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
0EDA9F2A-1BC5-4568-9429-23D08A5DD4B0,,,,,,VU,verletzlich,D2,"erst 1994 beschrieben, ältere Belege von H. ciliata z. T. überprüft"
0FDEC36D-214A-42CC-AE2B-B2F7E89804C9,,,,,,LC,nicht gefährdet,,
1005F064-4FCA-4B19-81EA-ECE242C1959C,,,,R,rare,VU,verletzlich,D2,
1128754A-2E70-498F-81FC-4D88A2F896BC,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
11A59583-203C-4560-B2AD-569E332E8E01,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
11DAE6D8-799F-4643-8D21-4B78574481C4,,,,,,NE,nicht evaluiert,,
11E90850-F270-46EB-A0B9-F245BAA540B5,,,,,,VU,verletzlich,D2,
1240EC3C-1A91-4550-A214-8C8987B3D244,,,,,,LC,nicht gefährdet,,
12636EEF-E045-4F7D-B7AF-3A5E76D4A29E,,,,,,LC,nicht gefährdet,,
1265FF65-30E3-429C-ACCF-C1FFE576AAF7,,,,,,LC,nicht gefährdet,,
12987837-2E0D-4BF4-9042-9EAF3BB6AF93,,,,,,VU,verletzlich,D2,
129F5769-8517-421D-88DC-134F5534043A,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
12B0B047-772F-4357-9019-18638E666442,,,,,,LC,nicht gefährdet,,
12D7EED4-D443-4C9F-980F-72711720D2B4,,,,,,LC,nicht gefährdet,,
13053D9F-758A-46D7-8D66-FF9AB144291D,,,,,,VU,verletzlich,D2,
1305812B-16F4-42D2-8596-A97DFA3BBE03,,,,,,LC,nicht gefährdet,,
131A21CD-3105-4540-871A-41A4B62C61C5,,,,,,VU,verletzlich,D2,
133F521B-A6F4-4664-B246-9A6AE460E4BD,,,,,,LC,nicht gefährdet,,
138FB29D-EC95-489D-83AC-32FDC2828A23,,,,,,NE,nicht evaluiert,,
13E2F280-41E1-4045-A4D6-1BF3772886DD,,,,V,vulnerable,VU,verletzlich,D2,
14040F0D-F951-440B-A9FD-6EA813C5A7B8,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
14090B48-8079-48E7-890B-05948B1747A3,,,,K,insufficiently known,VU,verletzlich,D2,einziger Fund 1993
140B8AED-273D-4D87-82A2-E265844ECB8A,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
1420AFDF-6A19-4C87-A2CC-DA02B65FECCB,,,,,,LC,nicht gefährdet,,
1420DFFB-BB5D-49BE-879F-34F6AD1EEDDA,,,,,,VU,verletzlich,A2b,im Mittelland stark gefährdet
1557A42B-8FC4-4871-9767-78B14B2F57B0,,,,,,LC,nicht gefährdet,,"Neophyt, in Ausbreitung begriffen"
1588D51D-7608-4E76-B04E-B902F8A40408,,,,,,LC,nicht gefährdet,,
15F27518-FB74-4C2C-9DC5-561F2E78F31C,,,,,,DD,ungenügende Datengrundlage,,
1605DB9E-E504-4B1A-A635-B7B3E6472A5A,,,,,,VU,verletzlich,D2,"nur Wallis und Tessin, abhängig vom Schutz der Trockenstandorte"
1679E7E1-2A28-48BB-87B5-F7742C65C3DA,,,,,,LC,nicht gefährdet,,
16978627-7090-41E8-AE4F-306367FC39A2,,,,,,EN,stark gefährdet,"B1ab(i,iv)+2ab(iv)",
16BBE98B-1485-457C-BE97-2DE158677C8F,,,,,,LC,nicht gefährdet,,
16BDA697-432C-422F-901A-57F284156B92,,,,V,vulnerable,VU,verletzlich,D2,
16C43EED-83A8-4237-AAAF-4D567D0B0369,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
170005DD-B9AD-40E9-93B6-C91E67EC133F,,,,,,NT,potentiell gefährdet,D2,
171769C3-1EDD-4E87-93B8-E3CC356F62B5,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
1781B4CF-EBD6-47E2-9499-719C0ED777A8,,,,,,NT,potentiell gefährdet,D2,
17ACBE44-1CFA-4FF9-B15A-0B862DAA0FF0,,,,,,VU,verletzlich,D2,
17CF41FB-8825-4C48-99C2-5C5F143C34E1,,,,,,VU,verletzlich,D2,
17DA2A0C-5BDE-4DE4-A03E-7C3C2BE27C35,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
17DF91F3-F436-4C0F-955E-2EF567ADB62B,,,,,,NT,potentiell gefährdet,A2b,
182287D0-5256-40F5-A9CC-6F49B6D00B22,,,,,,VU,verletzlich,D2,
184F03CE-1D9E-4581-8982-EC408D5245FA,,,,,,VU,verletzlich,D2,
184F78C1-426A-4F7D-BCC4-530EFA8FE1F0,,,,V,vulnerable,VU,verletzlich,D2,nur aus dem Tessin bekannt
18CA9B16-66AA-4330-BFB5-B5D0BD143302,,,,,,LC,nicht gefährdet,,
1929C34D-59A6-4531-ADAE-78F7AC4A4A84,,,,,,NE,nicht evaluiert,,
19521F8D-53F8-4C87-8E85-D42C9166A621,,,,,,LC,nicht gefährdet,,
19D5072C-13E2-4E09-8928-632D7254A897,,,,,,LC,nicht gefährdet,,
1A35F4EE-0182-472D-9D24-EB999DAD431E,,,,,,VU,verletzlich,D2,
1A6057DD-84E2-4EB2-B07A-A3C8D1CE0D2C,,,,,,CR,vom Aussterben bedroht,B2ab(iv),"möglicherweise ausgestorben, letzter Fund 1954, Nachsuche mehrerer Populationen erfolglos"
1A7ED1BA-E7EF-4898-B90C-96FF54C22F21,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
1A8DA3D4-09D1-4752-BEF8-91C913619F64,,,,,,CR,vom Aussterben bedroht,B1ab(iv)+2ab(iv),
1AA2FEBB-4C53-4368-ABCA-76BC86DCA83D,,,,,,NE,nicht evaluiert,,
1AAB58AD-2634-4EDA-81FF-7759B2DF6CC9,,,,K,insufficiently known,LC,nicht gefährdet,,
1B2DACA5-9222-44EA-9DB4-4CB2FEE0DA63,,,,,,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
1B69B210-EC1C-4DE9-9315-ABAFE3CC829C,,,,,,LC,nicht gefährdet,,
1BDF62BF-E3EA-41CC-A0C2-B303E122226E,,,,,,NE,nicht evaluiert,,
1C130CCA-6C5F-46B8-8239-CDC81D111086,,,,,,VU,verletzlich,D2,
1C21E662-7D8E-4A65-BD5F-D6566599C5EA,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
1C7D5A3F-DC6F-4B80-B914-8F20BE94474B,,,,,,LC,nicht gefährdet,,
1D058BF1-0A10-48E6-80FC-593EA481B5F7,,,,R,rare,VU,verletzlich,D2,"möglicherweise ausgestorben, einziger Fund 1880"
1D0BD597-5236-42BD-84DF-496027CF4186,,,,R,rare,LC,nicht gefährdet,,
1D64E9C2-4708-40BA-B78C-D1CD65574706,,,,,,LC,nicht gefährdet,,
1D906E25-FAB6-4BC9-AA86-091B06A051E4,,,,,,VU,verletzlich,D2,
1DD4A0C2-C76B-499C-B052-B746D33CA487,,,,,,LC,nicht gefährdet,,
1DF6151A-E58B-4A3A-A23C-1F5A9770AD2B,,,,,,VU,verletzlich,D2,
1E1A3300-F442-4098-BAAA-C4AA75616EBB,,,,R,rare,LC,nicht gefährdet,,
1E347EEA-4E2E-45C8-B6DF-5BA8EC6E61E8,,,,K,insufficiently known,VU,verletzlich,D2,
1E48CEE8-78ED-4273-AE4D-89E2347D7541,,,,,,LC,nicht gefährdet,,
1EA1B017-ADEC-4735-B60E-CD1919E71CC9,,,,,,LC,nicht gefährdet,,
1ECDD0A0-EFFE-40C6-AB1A-02891F4399BE,,,,R,rare,LC,nicht gefährdet,,
1F043AA5-FADA-4469-8E2C-9DD1FC6FAC04,,,,,,LC,nicht gefährdet,,
1F67F523-134E-491D-9980-07247E12B3F9,,,,,,LC,nicht gefährdet,,
1FA313E0-96A3-4122-A35F-BF19FA7E5807,,,,,,LC,nicht gefährdet,,
1FC2E91D-7EF0-421D-BC78-5827C61A5764,,,,,,EN,stark gefährdet,A2b; B1ab(iv)+2ab(iv),
1FDC2111-7E46-4CDC-952C-3360FA58E588,,,,R,rare,VU,verletzlich,D2,
1FF13C69-81B4-4215-87A9-E006E8E25B4B,,,,,,NE,nicht evaluiert,,
2023822E-4204-4065-9DDB-DE3FBD136BE8,,,,,,LC,nicht gefährdet,,
2056DF32-F560-4F4D-A95A-49C075386374,,,,,,LC,nicht gefährdet,,
205C4F6E-AC38-4C32-9B8B-23A866AB2D02,,,,V,vulnerable,CR,vom Aussterben bedroht,A2b; B2ab(iv),"möglicherweise ausgestorben, letzter Fund 1948, Nachsuche einzelner Populationen erfolglos"
20866CBC-BF36-4827-AFC3-FCC296A4EC8E,,,,,,VU,verletzlich,D2,
20EFA3BF-D631-41D5-849A-0E00879CA73A,,,,,,VU,verletzlich,D2,abhängig vom Moorschutz
210DAB5B-6B12-4AD9-8F78-877A83D99751,,,,,,LC,nicht gefährdet,,
2135A857-2B15-4DC4-B1BA-F818A3368263,,,,,,NE,nicht evaluiert,,
213B6612-9638-4E4D-A5FC-F620704FE3F4,,,,,,LC,nicht gefährdet,,
21C9455F-D432-4DD3-AE92-FC1624A4CA8B,,,,,,NE,nicht evaluiert,,
21E6B3D4-589A-45EB-A26E-6B3EFB839176,,,,,,LC,nicht gefährdet,,
22292215-1CF6-4945-BC15-5B10BFC32ABD,,,,,,LC,nicht gefährdet,,
22824310-B718-4AD3-B560-293F6DABD393,,,,,,VU,verletzlich,D2,
22B179F4-220C-41F5-8E02-5D7EE2CDD54D,,,,,,LC,nicht gefährdet,,
23684AD4-4F9C-41E5-BB4F-EF84E46E3AC2,,,,,,NT,potentiell gefährdet,D2,
23694B2F-E49D-46D1-9E76-A56FFD5D2C64,,,,,,LC,nicht gefährdet,,
23A33E3D-6A73-474E-89AC-B61D658E6CCA,,,,,,LC,nicht gefährdet,,
23EA9F70-FA7F-40C3-8BC5-C4340ED538EA,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
23EF3552-D7C4-47CC-85A1-E61C540C2940,,,,R,rare,VU,verletzlich,D2,
23FED3E6-C612-4C57-A3A8-23B8140EFE7A,,,,,,NE,nicht evaluiert,,
243A721C-D682-4B24-849C-CFFB1A326F84,,,,,,CR,vom Aussterben bedroht,A2b; B1ab(iv)+2ab(iv),"möglicherweise ausgestorben, letzter Fund 1963"
2444181A-892A-4043-AF7F-A249FC4D3EDD,,,,,,NE,nicht evaluiert,,
24F99DC9-2C1A-43D7-8FF1-097A49946F26,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
2557BCF6-97E1-4ABD-999A-5EA26B32079F,,,,,,LC,nicht gefährdet,,
25C87CC5-AADE-4F4D-BCEF-D75D8A1C3059,,,,,,VU,verletzlich,D2,
25DF69DD-AEDD-469B-AF99-05E3FF888457,,,,,,LC,nicht gefährdet,,
27108331-BD13-4C76-923B-9C1C2BD5BCFA,,,,,,LC,nicht gefährdet,,
276AF2E4-2128-422E-AFC2-E0ACFE7FC5EB,,,,,,VU,verletzlich,D2,
27B81705-8896-4A9A-A377-2B53DBF67066,,,,,,LC,nicht gefährdet,,
285FFAE8-1DB6-4132-9A18-4DBE56B9FB55,,,,,,DD,ungenügende Datengrundlage,,
28B780A1-9A1B-4A15-8658-DEB8BE3FA5F2,,,,,,LC,nicht gefährdet,,
28C2E4A8-87FE-4AE5-8B54-8B8BE81F72DC,,,,,,LC,nicht gefährdet,,
292540E6-13FA-4B5C-A728-11779056273D,,,,,,LC,nicht gefährdet,,
29399A23-412C-4838-A947-B4FF79FD1227,,,,,,NE,nicht evaluiert,,
296695A6-C29E-4686-9AC9-F4290E91F25B,,,,,,LC,nicht gefährdet,,
29B0AC34-9897-4639-B448-62CE8CF81345,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
2A61CF38-D835-4127-8036-B1D44F93B9E0,,,,,,LC,nicht gefährdet,,
2A69EB7C-DAD4-4C38-8751-98A01D46145E,,,,,,LC,nicht gefährdet,,
2AF7102C-6958-460A-8421-7A768D9597BB,,,,,,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
2B10B26E-AF8E-46B9-8E28-38DAEB00E9A2,,,,,,VU,verletzlich,A2b; D2,nur aus dem Tessin bekannt
2B408619-F63B-43DA-B0CC-5F1258426C30,,,,,,LC,nicht gefährdet,,
2B4AAA66-8D9A-4A20-B58C-933AD18F4683,,,,,,LC,nicht gefährdet,,
2B528892-BAA6-4AFC-9006-4D2BCA7F640E,,,,,,VU,verletzlich,D2,
2B96DDE3-712C-4996-A17B-9B0D6A0D5CD6,,,,,,NE,nicht evaluiert,,
2BDAA689-BF43-48EC-A0A7-2DE308ED4A84,,,,R,rare,DD,ungenügende Datengrundlage,,Taxonomie unklar
2BE2A1A6-0842-47F5-AD70-4993B279F206,,,,V,vulnerable,CR,vom Aussterben bedroht,B2ab(iv),
2C1642F2-DCFC-433E-B4FF-FFAD1420A509,,,,,,LC,nicht gefährdet,,
2C5259A1-CDFA-4085-BF32-51334E52E00C,,,,,,LC,nicht gefährdet,,
2C824021-CC48-405F-BC2B-52002A49D624,,,,,,LC,nicht gefährdet,,
2CA0CB4D-963D-4BE2-A29A-5B55E9B2F574,,,,,,LC,nicht gefährdet,,
2D342FF2-C3F6-4926-A71D-940A9AAF9678,,,,,,LC,nicht gefährdet,,
2D38AB9F-3520-437A-ACA0-73FEFE699D13,,,,,,LC,nicht gefährdet,,
2D39DAD8-8984-435C-85C1-3492B3B5872B,,,,,,LC,nicht gefährdet,,
2D825EBF-C7F2-429D-BBBA-38DFDCFD1B8D,,,,,,LC,nicht gefährdet,,
2DB5C315-CCCC-4CFB-8416-37D2BBA6ED14,,,,R,rare,DD,ungenügende Datengrundlage,,"nur wenige, nicht bestätigte alte Angaben und ein zweifelhafter neuer Fund"
2E17553B-1223-4DD4-A84B-EE01288CEC69,,,,,,LC,nicht gefährdet,,
2E551891-C9B0-4D9C-AF49-2BE15CBDD127,,,,,,NE,nicht evaluiert,,
2E57DE58-ECC0-4F80-83D6-8C4241D82CF8,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
2E7C36EE-47EE-4D0F-B75E-828022C80511,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
2F602AF6-EEB4-44E3-B459-84D14234FECB,,,,,,LC,nicht gefährdet,,
2FC639AF-9EDD-4C4D-8151-1C876B7454F0,,,,,,LC,nicht gefährdet,,
2FC9C346-A102-424B-BFEC-5E8B50097248,,,,V,vulnerable,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
2FD71367-1C1D-4E5C-988A-4BC8050973EF,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
2FE87A58-F887-4AB0-8A7A-01AF91C6C1A0,,,,,,VU,verletzlich,D2,nur aus dem Tessin bekannt
30109159-85B4-4EFD-A0AA-4CAA53EA4BB0,,,,,,LC,nicht gefährdet,,
3011813C-5655-49D0-A3A3-77EE7E69FD11,,,,,,DD,ungenügende Datengrundlage,,
3049D352-60E7-4283-AC24-0321B0A767CF,,,,,,DD,ungenügende Datengrundlage,,wurde kürzlich in mehrere Arten aufgeteilt
307B6C91-4CBC-4ED2-AFD9-7CA477085AB1,,,,,,LC,nicht gefährdet,,
30BF6F25-2963-4820-B723-463CEE974991,,,,,,LC,nicht gefährdet,,
3131AD91-2B71-402C-B4B9-AF7506FF8771,,,,,,LC,nicht gefährdet,,
31320E5F-32A3-48B9-955E-29EF674E6E3D,,,,,,LC,nicht gefährdet,,
319B4FAB-1F68-488C-807E-44C0C4487789,,,,,,LC,nicht gefährdet,,Unterarten möglicherweise gefährdet
32A5E640-9014-474F-8DC7-0BF014B7BC85,,,,,,LC,nicht gefährdet,,
333DAFDB-49C5-44C9-AF34-8921A9200702,,,,,,LC,nicht gefährdet,,
33666670-1A41-4517-B30B-ED55B01D5229,,,,,,VU,verletzlich,D2,
33C3A4B7-8354-4F83-BE82-F760303B5607,,,,,,DD,ungenügende Datengrundlage,,erst seit kurzem unterschiedene Art
33F973B2-7FCB-45C6-B8E7-C1394889C688,,,,,,LC,nicht gefährdet,,
3434FCAE-1AD2-449F-9995-8758B599956B,,,,,,VU,verletzlich,A2b; D2,
34A0210B-5040-4142-B438-00E841974090,,,,,,VU,verletzlich,D2,einziger Fund 1995
34B77C04-D496-4A1D-9B23-EAA8B1D54BC4,,,,,,NT,potentiell gefährdet,A2b,im Mittelland gefährdet
35089611-DB41-4A99-94D7-DA69011829C2,,,,,,DD,ungenügende Datengrundlage,,"Status unklar, da eventuell nicht richtig erkannt"
35144521-CDB8-44D5-9C9D-6646DBA5B993,,,,,,LC,nicht gefährdet,,
351C0E52-C83E-44B8-B99E-80AF7EE0A2E6,,,,V,vulnerable,CR,vom Aussterben bedroht,A2b; B2ab(iv),
35291208-7ED3-4722-AFB5-CAB663AB25DE,,,,,,NE,nicht evaluiert,,
358EB5C2-2551-40E0-91B0-49B13BDF1479,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
35B2330F-9B8B-401C-9B66-4EAFB2CEDF05,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
35D2F383-26D1-4CD7-95F9-B3607494DD23,,,,,,VU,verletzlich,D2,letzter Fund 1977
35FEFA78-BEEC-4197-9355-35097560650D,,,,,,NE,nicht evaluiert,,
361959F2-72D5-4C79-95F7-69682058F843,,,,,,EN,stark gefährdet,A2b; B1ab(iv)+2ab(iv),
36298A76-12FB-4026-B908-5EB12BBAF214,,,,,,VU,verletzlich,D2,
36BDA9AF-2390-45B3-9589-E828390C3BE7,,,,R,rare,NT,potentiell gefährdet,D2,
36C0DF0A-192D-46A1-9A26-9661D2A86CE5,,,,K,insufficiently known,VU,verletzlich,D2,
